SpName,TableName
FOND_ID.USP_LOAD_ETL5_RENOVA_DRIVER_DETAIL_YTD_SPLITTING.sql,STAG_CONFIG_RENOVA_ETL1_MAPPING
FOND_ID.USP_LOAD_ETL5_RENOVA_DRIVER_DETAIL_YTD_SPLITTING.sql,STAG_CONFIG_IFRS17_PORTFOLIO_MAPPING
FOND_ID.USP_LOAD_ETL5_RENOVA_DRIVER_DETAIL_YTD_SPLITTING.sql,FOND_ETL5_LIFEASIA_DRIVER_DETAIL_RENOVA
FOND_ID.USP_LOAD_ETL5_RENOVA_DRIVER_DETAIL_YTD_SPLITTING.sql,FOND_ETL5_RENOVA_DRIVER_DETAIL
FOND_ID.USP_LOAD_ETL5_RENOVA_DRIVER_DETAIL_YTD_SPLITTING.sql,FOND_IFRS17_ETL5_PROC_LOG
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION.sql,USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION.sql,USP_GetRunIdReturn
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION.sql,FOND_IFRS17_PROC_LOG
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION.sql,FOND_ETL5_IFRS4_SUNGL
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION.sql,STAG_CONFIG_SUNGL_MF
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION.sql,STAG_SUNGL_ABSTR_IFRS4_SUNGL_NEW_ENTRIES
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION.sql,USP_LOAD_ETL5_IFRS4_SUNGL
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION.sql,USP_LOAD_ETL5_SUNGL_EXTRACT
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION.sql,USP_LOAD_ETL5_SUNGL_EXTRACT_EXCLUDED
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION.sql,USP_LOAD_ETL5_SUNGL_EXTRACT_BINEXCLUSION_SEPARATION
STAG_ID.USP_LoadADLToDWH_ETL5_ConfigFiles.sql,USP_LoadADLToDWH_ETL5_ConfigFiles
FOND_ID.USP_LOAD_ETL5_FCT_CREATION_VALIDATION_DETAILS.sql,USP_LOAD_ETL5_FCT_CREATION_VALIDATION_DETAILS
FOND_ID.USP_LOAD_ETL5_FCT_CREATION_VALIDATION_DETAILS.sql,FOND_ETL5_FCT_CREATION_VALIDATION_DETAILS
FOND_ID.USP_LOAD_ETL5_FCT_CREATION_VALIDATION_DETAILS.sql,USP_GetRunIdReturn
FOND_ID.USP_LOAD_ETL5_FCT_CREATION_VALIDATION_DETAILS.sql,FOND_IFRS17_PROC_LOG
FOND_ID.USP_LOAD_ETL5_FCT_CREATION_VALIDATION_DETAILS.sql,STAG_CONFIG_ABST_FINANCE_CONFIG_HISTORICAL
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,FOND_MIX_APE_NOSTAFF_DRIVER_DETAIL
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,FOND_IFRS17_PROC_LOG
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,STAG_CONFIG_MIX_DRIVER_DETAIL
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,FOND_ETL5_APE_DRIVER_DETAIL
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,FOND_ETL5_NO_STAF_DRIVER_DETAIL
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,FOND_ETL5_DRIVER_RATIO_AND_ALLOCATION
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,FOND_ETL5_DRIVER_DETAIL_TOTAL_RATIO_POLICY
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,FOND_ETL5_DRIVER_DETAIL_TOTAL_RATIO
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,FOND_ETL5_DRIVER_DETAIL_ALL_RATIO
FOND_ID.USP_LOAD_ETL5_APE_NOSTAFF_DRIVER_DETAIL.sql,FOND_ETL5_DRIVER_DETAIL_MIX
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION_SPLITTING.sql,USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION_SPLITTING
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION_SPLITTING.sql,USP_GetRunIdReturn
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION_SPLITTING.sql,FOND_IFRS17_PROC_LOG
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION_SPLITTING.sql,FOND_ETL5_IFRS4_SUNGL
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION_SPLITTING.sql,STAG_CONFIG_SUNGL_MF
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION_SPLITTING.sql,STAG_SUNGL_ABSTR_IFRS4_SUNGL_NEW_ENTRIES
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION_SPLITTING.sql,USP_LOAD_ETL5_IFRS4_SUNGL_SPLITTING
FOND_ID.USP_LOAD_ETL5_SUNGL_ZERO_AUTOMATION_SPLITTING.sql,USP_LOAD_ETL5_SUNGL_EXTRACT_SPLITTING
